t_ms,fps,hero_x,hero_y,hero_units_per_sec,steps,interp_alpha
53065.8,56.1271,8897.23,12498.8,684.87,1,0.141497
53081.1,65.1249,8897.23,12498.8,683.897,0,0.525375
53097.9,59.5405,8897.23,12498.8,682.835,0,0.945257
53114.3,61.0579,8889.3,12489.8,682.91,1,0.354705
53131.6,57.8925,8889.3,12489.8,681.823,0,0.78654
53148,60.8387,8881.18,12481,681.896,1,0.197462
53164.9,59.1853,8881.18,12481,680.837,0,0.619865
53181.2,61.4991,8872.86,12472.3,680.923,1,0.026375
53197.9,59.765,8872.86,12472.3,679.879,0,0.44468
53214.7,59.5891,8872.86,12472.3,678.835,0,0.86422
53231.4,59.8372,8864.41,12463.8,678.895,1,0.28202
53248.3,59.1621,8864.41,12463.8,677.849,0,0.704588
53265,59.7696,8855.85,12455.4,677.909,1,0.12286
53281.4,60.9897,8855.85,12455.4,676.898,0,0.532765
53299.2,56.2268,8855.85,12455.4,675.806,0,0.977392
53314.6,65.0546,8847.46,12446.8,675.952,1,0.361685
53330.4,63.3541,8847.46,12446.8,674.986,0,0.756293
53348.4,55.484,8839.17,12438.1,674.971,1,0.206872
53365.2,59.5908,8839.17,12438.1,673.949,0,0.6264
53381.7,60.6241,8830.98,12429.4,674.029,1,0.0387775
53398.9,58.01,8830.98,12429.4,672.984,0,0.469737
53414.9,62.5176,8830.98,12429.4,672.017,0,0.869625
53431.8,59.2557,8822.89,12420.5,672.076,1,0.291525
53449,58.1703,8822.89,12420.5,671.041,0,0.721298
53465.7,59.9945,8814.95,12411.5,671.114,1,0.138002
53482.4,59.8201,8814.95,12411.5,670.113,0,0.555923
53498.9,60.3854,8814.95,12411.5,669.123,0,0.96993
53516,58.445,8807.11,12402.4,669.172,1,0.397682
53532.1,62.3371,8807.11,12402.4,668.218,0,0.798728
53548.3,61.5957,8799.39,12393.2,668.32,1,0.2046
53565.2,59.0702,8799.39,12393.2,667.318,0,0.627825
53581.9,59.951,8791.36,12384.3,667.395,1,0.0448325
53599.3,57.4422,8791.36,12384.3,666.368,0,0.480053
53615.5,61.8843,8791.36,12384.3,665.418,0,0.884032
53631.8,61.3606,8783.1,12375.6,665.52,1,0.29146
53648.3,60.4716,8783.1,12375.6,664.551,0,0.704877
53665.4,58.5025,8774.6,12367.1,664.608,1,0.13221
53682.5,58.5621,8774.6,12367.1,663.612,0,0.559107
53698.7,61.6831,8774.6,12367.1,662.67,0,0.964405
53715.4,59.7879,8765.4,12359.4,662.75,1,0.38255
53731.7,61.4107,8765.4,12359.4,661.808,0,0.789645
53748.7,58.956,8755.66,12352.4,661.875,1,0.21369
53765.4,59.6602,8755.66,12352.4,660.909,0,0.63273
53782.1,59.9183,8744.86,12347.2,660.993,1,0.049965
53798.3,61.9256,8744.86,12347.2,660.067,0,0.453675
53815,59.8072,8744.86,12347.2,659.11,0,0.871685
53833.5,53.9467,8733.47,12343.4,659.091,1,0.335105
53848.8,65.5501,8733.47,12343.4,658.222,0,0.716492
53865,61.609,8721.67,12341.3,658.335,1,0.122277
53881.8,59.6531,8721.67,12341.3,657.384,0,0.541367
53898.2,61.0836,8721.67,12341.3,656.457,0,0.950643
53915.9,56.5103,8709.68,12340.7,656.49,1,0.39304
