t_ms,fps,hero_x,hero_y,hero_render_x,hero_render_y,hero_units_per_sec,steps,interp_alpha,frame_ms,hero_anim,hero_anim_render,eff_step,eff_decay,cpu_render_ms,swap_ms,terrain_ms,objects_ms,chars_ms,effects_ms
69825.2,7.22984,13450,12050,13450,12050,362.985,3,0.721847,138.316,4.80203,4.72415,3.45789,0.46227,114.717,0.5253,2.3278,6.8831,88.3731,0.0274
69983,6.3363,13450,12050,13450,12050,360.62,4,0.667368,157.821,5.92203,5.8289,3.94552,0.41461,117.077,0.5202,2.7218,6.9986,90.9997,0.0249
70110.6,7.83653,13450,12050,13450,12050,358.731,3,0.857555,127.607,0.762034,0.722149,3.19019,0.490726,109.27,0.5296,2.6754,7.2327,83.2461,0.0246
70238.1,7.84478,13450,12050,13450,12050,356.863,4,0.0443875,127.473,1.88203,1.61446,3.18683,0.491093,116.091,0.5022,2.6976,6.8258,86.9669,0.0336
70387.4,6.69969,13450,12050,13450,12050,354.7,3,0.775905,149.261,2.72203,2.65929,3.73152,0.434889,128.406,0.4791,3.3295,11.4395,96.9977,0.0372
70513,7.96225,13450,12050,13450,12050,352.901,3,0.91572,125.593,3.56203,3.53844,3.13982,0.496273,113.973,0.5311,2.2368,7.2732,86.7399,0.0242
70676.9,6.10143,13450,12050,13450,12050,350.58,5,0.01312,163.896,4.96203,4.68571,4.0974,0.400794,149.007,0.5224,2.2767,7.0928,116.552,0.0307
70860.4,5.44841,13450,12050,13450,12050,348.017,4,0.601613,183.54,0.0820355,0.0820355,4.58849,0.359194,151.993,0.7894,2.8709,10.2824,119.718,0.0274
71009.7,6.69761,13450,12050,13450,12050,345.96,4,0.334287,149.307,1.20204,1.01564,3.73268,0.434777,130.873,0.5136,2.6327,9.2852,100.179,0.0294
71134.2,8.03224,13450,12050,13450,12050,344.262,3,0.446743,124.498,2.04204,1.88712,3.11245,0.499312,109.928,0.5154,2.3006,7.1659,83.8423,0.0312
71254.6,8.30678,13450,12050,13450,12050,342.637,3,0.456333,120.384,2.88204,2.72981,3.00959,0.510906,109.245,0.5177,2.2992,7.0768,83.2524,0.033
71428.9,5.73657,13450,12050,13450,12050,340.311,4,0.814337,174.32,4.00204,3.95005,4.35801,0.378151,130.914,0.4916,2.2786,6.8929,103.962,0.0351
71564.4,7.37898,13450,12050,13450,12050,338.524,4,0.20234,135.52,5.12204,4.89869,3.388,0.469536,115.443,0.6514,3.0379,7.0336,86.0817,0.0363
71710.2,6.86029,13450,12050,13450,12050,336.622,3,0.8465,145.766,5.96204,5.91906,3.64416,0.44345,123.822,0.5563,3.2217,7.626,96.1104,0.0321
71845,7.41953,13450,12050,13450,12050,334.883,4,0.215985,134.779,1.08204,0.862513,3.36948,0.47148,118.143,0.5018,3.2833,9.9869,88.4373,0.0321
71967.9,8.13429,13450,12050,13450,12050,333.313,3,0.289395,122.936,1.92204,1.72307,3.07341,0.503681,109.336,0.5157,2.2562,7.1608,83.4079,0.0289
72073.1,9.50939,13450,12050,13450,12050,331.981,2,0.918375,105.159,2.48204,2.45918,2.62898,0.556193,93.1446,0.6054,2.363,6.2373,68.2493,0.0241
72173.6,9.94208,13450,12050,13450,12050,330.717,3,0.43294,100.583,3.32204,3.16326,2.51456,0.570576,93.0976,0.5064,2.5251,6.2473,68.1535,0.0592
72305.6,7.58047,13450,12050,13450,12050,329.074,3,0.730887,131.918,4.16204,4.08669,3.29795,0.479067,119.866,0.55,2.2664,6.7754,92.424,0.0487
72410.1,9.56464,13450,12050,13450,12050,327.783,3,0.344683,104.552,5.00204,4.81855,2.6138,0.558081,92.0354,0.4802,2.3547,6.1435,67.1347,0.0395
72520.8,9.03781,13450,12050,13450,12050,326.428,3,0.11084,110.646,5.84204,5.59307,2.76616,0.539426,97.8388,0.573,2.5775,7.0495,71.8478,0.0358
72639.9,8.39526,13450,12050,13450,12050,324.982,3,0.0887125,119.115,0.682038,0.426878,2.97787,0.514534,106.763,0.5145,2.5742,6.4498,75.0518,0.0324
72751.3,8.97843,13450,12050,13450,12050,323.641,2,0.873165,111.378,1.24204,1.20652,2.78445,0.537228,100.72,0.6984,2.2627,6.2375,75.8412,0.0251
72862.5,8.98974,13450,12050,13450,12050,322.313,3,0.654113,111.238,2.08204,1.98519,2.78095,0.537648,93.0768,0.4912,2.2976,6.2244,68.4396,0.03
72991.7,7.73957,13450,12050,13450,12050,320.784,3,0.884268,129.206,2.92204,2.88963,3.23015,0.486369,108.074,0.5146,2.2526,7.1414,78.9701,0.0277
73102.7,9.01086,13450,12050,13450,12050,319.482,3,0.658697,110.977,3.76204,3.66647,2.77443,0.538431,101.014,0.5896,2.421,6.4047,72.5084,0.061
73221.6,8.41148,13450,12050,13450,12050,318.099,3,0.630827,118.885,4.60204,4.49867,2.97213,0.515194,105.728,0.8146,3.4246,9.5825,76.4375,0.0258
73343.8,8.18008,13450,12050,13450,12050,316.689,3,0.687033,122.248,5.44204,5.35441,3.05621,0.505619,108.508,0.5357,2.4677,7.0529,81.353,0.0309
73450.1,9.41198,13450,12050,13450,12050,315.474,3,0.343222,106.248,0.28204,0.0981422,2.65619,0.552826,94.212,0.5937,2.2613,6.7052,68.2851,0.032
73557.9,9.27126,13450,12050,13450,12050,314.251,3,0.0397275,107.86,1.12204,0.853164,2.69651,0.547875,96.488,0.6862,2.2689,6.215,71.3322,0.0389
73664.7,9.36782,13450,12050,13450,12050,313.049,2,0.708438,106.748,1.68204,1.6004,2.66871,0.551284,94.7367,0.5197,2.2787,6.4405,69.64,0.0388
73769.3,9.5587,13450,12050,13450,12050,311.879,3,0.323855,104.617,2.52204,2.33272,2.61542,0.557879,97.7681,0.5262,2.3099,6.5078,72.7224,0.0296
73870.3,9.89543,13450,12050,13450,12050,310.758,2,0.850275,101.057,3.08204,3.04012,2.52642,0.569069,91.761,0.488,2.2491,6.5534,67.0283,0.0251
