t_ms,fps,hero_x,hero_y,hero_render_x,hero_render_y,hero_units_per_sec,steps,interp_alpha,frame_ms,hero_anim,hero_anim_render,eff_step,eff_decay,cpu_render_ms,swap_ms,terrain_ms,objects_ms,chars_ms,effects_ms
56085.9,7.79273,13450,12050,13450,12050,466.846,3,0.720757,128.325,3.40202,3.32383,3.20812,0.488766,113.458,0.5001,4.148,5.6335,91.2228,0.0277
56219.9,7.46114,13450,12050,13450,12050,463.526,4,0.0714525,134.028,4.52202,4.26203,3.35069,0.473461,118.624,1.0786,3.7109,5.8416,93.0678,0.0221
56359.2,7.17841,13450,12050,13450,12050,460.125,3,0.554118,139.307,5.36202,5.23718,3.48267,0.459722,115.84,0.514,2.9359,5.6074,94.6799,0.0218
56526.5,5.97769,13450,12050,13450,12050,456.107,4,0.736337,167.289,0.482024,0.408198,4.18222,0.393279,152.374,0.4427,2.8841,5.7984,130.653,0.033
56661.8,7.39373,13450,12050,13450,12050,452.909,4,0.11758,135.25,1.60202,1.35495,3.38124,0.470245,113.227,0.5405,4.067,5.5739,91.1261,0.0314
56791.7,7.69997,13450,12050,13450,12050,449.88,3,0.364345,129.871,2.44202,2.26404,3.24676,0.484569,112.325,0.6555,3.3173,5.7173,91.0563,0.0227
56938.2,6.82354,13450,12050,13450,12050,446.511,4,0.028135,146.552,3.56202,3.2899,3.66379,0.441512,121.948,0.4696,2.8695,5.5774,101.104,0.0318
57168.7,4.33895,13450,12050,13450,12050,441.313,5,0.789898,230.471,4.96202,4.9032,5.76176,0.276457,148.732,0.6192,3.2236,5.6918,119.037,0.045
57309.6,7.09748,13450,12050,13450,12050,438.194,4,0.312275,140.895,0.0820255,0.0820255,3.52238,0.455666,117.423,0.434,3.5158,7.0785,93.5342,0.0254
57457.6,6.75727,13450,12050,13450,12050,434.966,4,0.011995,147.989,1.20203,0.925384,3.69972,0.437986,130.095,0.521,3.0045,5.9257,108.08,0.0298
57588.1,7.65809,13450,12050,13450,12050,432.156,3,0.276515,130.581,2.04203,1.83945,3.26452,0.482653,112.173,0.4511,2.8734,5.4671,91.5594,0.0255
57712.7,8.02919,13450,12050,13450,12050,429.51,3,0.390153,124.546,2.88203,2.71127,3.11364,0.49918,113.243,0.4444,3.0716,5.4959,92.3587,0.0246
57841.2,7.78073,13450,12050,13450,12050,426.814,3,0.60322,128.523,3.72203,3.61093,3.21307,0.488227,117.058,0.4872,3.3021,7.3601,94.2612,0.0272
57989.5,6.74405,13450,12050,13450,12050,423.744,4,0.31019,148.279,4.84203,4.64888,3.70697,0.437278,133.917,0.5025,2.8804,5.7986,112.453,0.0291
58143.5,6.49457,13450,12050,13450,12050,420.603,4,0.159562,153.975,5.96203,5.7267,3.84937,0.423601,130.029,0.4704,3.744,6.6825,103.366,0.0371
58285,7.0662,13450,12050,13450,12050,417.757,3,0.69753,141.519,0.802027,0.717336,3.53797,0.454083,119.897,0.6586,2.983,5.7865,98.7959,0.0285
58443,6.32658,13450,12050,13450,12050,414.623,4,0.64911,158.063,1.92203,1.82378,3.95158,0.41405,119.202,1,2.9953,5.5098,94.5308,0.0284
58636.8,5.16202,13450,12050,13450,12050,410.846,5,0.492173,193.723,3.32203,3.17984,4.84306,0.339359,146.5,0.5008,4.4959,7.7493,116.935,0.0234
58803.1,6.0105,13450,12050,13450,12050,407.657,4,0.651563,166.376,4.44203,4.34446,4.15939,0.395288,137.753,0.5105,2.979,6.9108,113.62,0.0377
58938.9,7.36819,13450,12050,13450,12050,405.092,4,0.044525,135.719,5.56203,5.29449,3.39296,0.469016,114.551,0.502,2.8835,5.6092,93.4987,0.056
59094,6.4467,13450,12050,13450,12050,402.199,3,0.922477,155.118,0.402028,0.380322,3.87795,0.420908,134.346,0.457,3.0659,5.8611,112.797,0.0235
59242.4,6.73703,13450,12050,13450,12050,399.469,4,0.633313,148.433,1.52203,1.41936,3.71083,0.436901,135.038,0.5977,3.1543,5.6154,112.208,0.026
59382.1,7.15652,13450,12050,13450,12050,396.933,4,0.12663,139.733,2.64203,2.39748,3.49332,0.45863,120.852,0.5084,3.3235,6.3828,95.65,0.0284
59530,6.76395,13450,12050,13450,12050,394.285,3,0.822693,147.843,3.48203,3.43238,3.69606,0.438343,131.249,0.4651,2.8746,6.5539,108.717,0.0262
59676.9,6.8063,13450,12050,13450,12050,391.688,4,0.495762,146.923,4.60203,4.46084,3.67307,0.440598,132.688,0.4057,3.3294,5.65,111.348,0.0275
59808.1,7.62397,13450,12050,13450,12050,389.398,3,0.774895,131.165,5.44203,5.379,3.27913,0.481082,112.045,0.4374,2.9047,5.884,91.0874,0.0286
59974.9,5.99512,13450,12050,13450,12050,386.525,4,0.944955,166.802,0.56203,0.546617,4.17006,0.394348,116.597,0.4563,2.9993,5.7021,95.3885,0.0283
60175.7,4.97882,13450,12050,13450,12050,383.12,5,0.966225,200.851,1.96203,1.95257,5.02127,0.326128,152.448,0.6402,4.9667,8.2938,124.496,0.0267
60307.4,7.59215,13450,12050,13450,12050,380.92,4,0.2591,131.715,3.08203,2.87458,3.29288,0.479609,111.605,0.4612,2.8624,5.5885,91.0939,0.0372
60454.2,6.81269,13450,12050,13450,12050,378.498,3,0.92872,146.785,3.92203,3.90207,3.66962,0.440938,129.891,0.4887,3.0753,5.468,108.045,0.0411
60583.6,7.73028,13450,12050,13450,12050,376.388,4,0.162755,129.361,5.04203,4.8076,3.23404,0.485948,114.488,0.4857,2.8877,5.5565,93.5348,0.0324
60715.5,7.57986,13450,12050,13450,12050,374.261,3,0.46097,131.929,5.88203,5.7311,3.29821,0.479038,113.052,0.7109,2.9233,5.4453,92.3035,0.0284
60845.7,7.68057,13450,12050,13450,12050,372.185,3,0.715937,130.199,0.722031,0.642494,3.25497,0.483683,114.113,0.4474,2.9138,5.527,93.4576,0.0232
60972.1,7.90994,13450,12050,13450,12050,370.192,3,0.876517,126.423,1.56203,1.52746,3.16058,0.493979,112.673,0.4267,2.895,5.4995,92.142,0.0269
61140,5.95749,13450,12050,13450,12050,367.577,5,0.072915,167.856,2.96203,2.70245,4.1964,0.392037,150.79,0.7537,3.1283,6.4414,120.807,0.0338
61356.1,4.62642,13450,12050,13450,12050,364.265,5,0.476662,216.15,4.36203,4.2155,5.40375,0.299449,177.694,0.5118,6.7635,10.8352,144.092,0.0392
61533.6,5.63509,13450,12050,13450,12050,361.59,4,0.913153,177.46,5.48203,5.45772,4.43649,0.371586,115.685,0.4541,3.3122,5.5635,93.8622,0.0272
61690,6.39435,13450,12050,13450,12050,359.264,4,0.822852,156.388,0.602033,0.552431,3.9097,0.417937,136.384,0.4882,3.1784,5.6478,113.326,0.0258
